Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,tenure_role_ratio,income_per_job_level,promotion_lag,manager_stability,experience_company_ratio,overtime_satisfaction_stress,loyalty_score,distance_overtime_interaction,Attrition_encoded
31,106,2,3,1,1,62,2,2,1,6410,17822,3,0,12,3,4,0,9,1,3,2,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.666667,2136.666667,0.333333,0.0,3.0,0,0.6,0,0
45,1249,7,3,1,1,97,3,3,1,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.36,1302.5,0.36,0.44,0.96,0,2.88,0,0
31,192,2,4,3,1,32,3,1,4,2695,7747,0,1,18,3,2,1,3,2,1,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.666667,1347.5,0.666667,0.666667,1.0,1,2.0,2,0
33,553,5,4,4,0,74,3,3,2,11878,23364,6,0,11,3,2,2,12,2,3,10,6,8,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.545455,2969.5,0.727273,0.727273,1.090909,0,4.615385,0,0
39,117,10,1,3,1,99,3,4,1,17068,5355,1,1,14,3,4,0,21,3,3,21,9,11,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.409091,3413.6,0.5,0.454545,0.954545,4,2.863636,10,0
43,185,10,4,3,0,33,3,1,4,2455,10675,0,0,19,3,1,0,9,5,3,8,7,1,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.777778,1227.5,0.111111,0.777778,1.0,0,9.6,0,0
49,1091,1,2,3,0,90,2,4,3,13964,17810,7,1,12,3,4,0,25,2,3,7,1,0,7,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.125,2792.8,0.0,0.875,3.125,2,2.423077,1,0
52,723,8,4,3,1,85,2,2,2,4941,17747,2,0,15,3,1,0,11,3,2,8,2,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.222222,1647.0,0.777778,0.777778,1.222222,0,2.666667,0,1
27,1220,5,3,3,0,85,3,1,2,2478,20938,1,1,12,3,2,0,4,2,2,4,3,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6,1239.0,0.2,0.4,0.8,3,3.2,5,0
32,588,8,2,3,0,65,2,2,2,5228,24624,1,1,11,3,4,0,13,2,3,13,12,11,9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.857143,1742.666667,0.785714,0.642857,0.928571,3,5.571429,8,0
27,1377,2,3,4,1,74,3,2,3,4478,5242,1,1,11,3,1,0,5,3,3,5,4,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.666667,1492.666667,0.0,0.666667,0.833333,2,7.5,2,0
31,691,7,3,4,1,73,3,2,4,7547,7143,4,0,12,3,4,3,13,3,3,7,7,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.875,2515.666667,0.125,0.875,1.625,0,6.0,0,0
32,1018,2,4,1,0,74,4,2,4,5055,10557,7,0,16,3,3,0,10,0,2,7,7,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.875,1685.0,0.0,0.875,1.25,0,5.090909,0,0
28,1157,2,4,1,1,84,1,1,4,3464,24737,5,1,13,3,4,0,5,4,2,3,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,1732.0,0.5,0.5,1.25,1,4.0,2,1
30,1275,28,2,4,0,64,3,2,4,5775,11934,1,0,13,3,4,2,11,2,3,10,8,1,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.727273,1925.0,0.090909,0.818182,1.0,0,10.0,0,0
31,798,7,2,3,0,48,2,3,3,8943,14034,1,0,24,4,1,1,10,2,3,10,9,8,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.818182,2235.75,0.727273,0.818182,0.909091,0,8.181818,0,0
39,672,7,2,3,1,54,2,5,4,19272,21141,1,0,15,3,1,1,21,2,3,21,9,13,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.409091,3212.0,0.590909,0.136364,0.954545,0,11.454545,0,0
39,1162,3,2,4,0,41,3,2,3,5238,17778,4,1,18,3,1,0,12,3,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,1746.0,0.0,0.0,6.0,2,0.461538,3,1
33,508,10,3,2,1,46,2,2,4,4682,4317,3,0,14,3,3,0,9,6,2,7,7,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.875,1560.666667,0.0,0.125,1.125,0,5.6,0,0
47,1482,5,5,4,1,42,3,5,3,18300,16375,4,0,11,3,2,1,21,2,3,3,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5,3050.0,0.25,0.25,5.25,0,1.227273,0,0
43,559,10,4,3,0,82,2,2,3,5257,6227,1,0,11,3,2,1,9,3,4,9,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7,1752.333333,0.0,0.0,0.9,0,10.8,0,0
27,210,1,1,3,1,73,3,2,2,6349,22107,0,1,13,3,4,1,6,0,3,5,4,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.666667,2116.333333,0.166667,0.666667,1.0,3,4.285714,1,0
54,928,20,4,4,0,31,3,2,3,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6,1623.0,0.0,0.6,4.0,0,1.142857,0,0
43,1001,7,3,3,0,43,3,3,1,9985,9262,8,0,16,3,1,1,10,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,2496.25,0.0,0.0,5.0,0,0.181818,0,0
45,549,8,4,4,1,75,3,2,4,3697,9278,9,0,14,3,1,2,12,3,3,10,9,9,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.818182,1232.333333,0.818182,0.727273,1.090909,0,9.230769,0,0
40,1124,1,2,2,1,57,1,2,4,7457,13273,2,1,22,4,3,3,6,2,2,4,3,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6,2485.666667,0.0,0.4,1.2,1,4.571429,1,0
29,318,8,4,2,1,77,1,1,1,2119,4759,1,1,11,3,4,0,7,4,2,7,7,0,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.875,1059.5,0.0,0.875,0.875,4,1.75,8,1
29,738,9,5,2,1,30,2,1,4,3983,7621,0,0,17,3,3,0,4,2,3,3,2,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5,1991.5,0.5,0.5,1.0,0,7.2,0,0
30,570,5,3,4,0,30,2,2,3,6118,5431,1,0,13,3,3,3,10,2,3,10,9,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.818182,2039.333333,0.090909,0.181818,0.909091,0,8.181818,0,0
27,1130,8,4,2,0,56,3,2,2,6214,3415,1,0,18,3,1,1,8,3,3,8,7,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.777778,2071.333333,0.0,0.777778,0.888889,0,5.333333,0,0
37,1192,5,2,4,1,61,3,2,4,6347,23177,7,0,16,3,3,2,8,2,2,6,2,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.285714,2115.666667,0.0,0.571429,1.142857,0,5.333333,0,0
38,343,15,2,3,1,92,2,3,4,11510,15682,0,1,14,3,2,1,12,3,3,11,10,2,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.833333,2877.5,0.166667,0.75,1.0,1,10.153846,15,0
31,1232,7,4,3,0,39,3,3,4,7143,25713,1,1,14,3,3,0,11,2,2,11,9,4,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.75,1785.75,0.333333,0.833333,0.916667,1,7.333333,7,0
29,144,10,1,4,0,39,2,2,2,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.875,2756.0,0.125,0.875,0.875,3,5.25,10,0
35,1296,5,4,3,1,62,3,3,2,8095,18264,0,0,13,3,4,0,17,5,3,16,6,0,13,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.352941,2023.75,0.0,0.764706,1.0,0,5.333333,0,0
23,1309,26,1,3,1,83,3,1,4,2904,16092,1,0,12,3,3,2,4,2,2,4,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.4,1452.0,0.0,0.4,0.8,0,6.4,0,0
41,483,6,3,4,1,95,2,2,2,6032,10110,6,1,15,3,4,0,8,3,3,5,4,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.666667,2010.666667,0.166667,0.333333,1.333333,3,3.333333,6,0
47,1309,4,1,2,1,99,3,2,3,2976,25751,3,0,19,3,1,0,5,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,992.0,0.0,0.0,5.0,0,0.0,0,0
42,810,23,5,1,0,44,3,4,4,15992,15901,2,0,14,3,2,0,16,2,3,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,3198.4,0.0,0.0,8.0,0,0.705882,0,0
29,746,2,3,4,1,61,3,2,3,4649,16928,1,0,14,3,1,1,4,3,2,4,3,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6,1549.666667,0.0,0.4,0.8,0,4.8,0,0
42,544,2,1,3,1,52,3,1,3,2696,24017,0,1,11,3,3,1,4,5,3,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.5,1348.0,0.25,0.0,1.0,2,5.4,2,0
32,1062,2,3,3,0,75,3,1,2,2370,3956,1,0,13,3,3,1,8,4,3,8,0,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1185.0,0.0,0.777778,0.888889,0,5.333333,0,0
48,530,29,1,1,0,91,3,3,3,12504,23978,3,0,21,4,2,1,15,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,3126.0,0.0,0.0,15.0,0,0.0,0,0
37,1319,6,3,3,1,51,4,2,1,5974,17001,4,1,13,3,1,2,13,2,3,7,7,6,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.875,1991.333333,0.75,0.875,1.625,4,1.5,6,0
30,641,25,2,4,0,85,3,2,3,4736,6069,7,1,12,3,2,1,4,2,4,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.666667,1578.666667,0.666667,0.666667,1.333333,2,4.8,25,0
26,933,1,3,3,1,57,3,2,3,5296,20156,1,0,17,3,2,1,8,3,3,8,7,7,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.777778,1765.333333,0.777778,0.777778,0.888889,0,8.0,0,0
42,1332,2,4,1,1,98,2,2,4,6781,17078,3,0,23,4,2,0,14,6,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,2260.333333,0.0,0.0,7.0,0,0.8,0,0
21,756,1,1,1,0,99,2,1,2,2174,9150,1,1,11,3,3,0,3,3,3,3,2,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.5,1087.0,0.25,0.5,0.75,3,4.5,1,1
36,845,1,5,4,0,45,3,2,4,6653,15276,4,0,15,3,2,0,7,6,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,2217.666667,0.0,0.0,3.5,0,1.5,0,0
36,541,3,4,1,1,48,2,3,4,9699,7246,4,0,11,3,1,1,16,2,3,13,9,1,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.642857,2424.75,0.071429,0.857143,1.142857,0,9.176471,0,0
57,593,1,4,4,1,88,3,2,3,6755,2967,2,0,11,3,3,0,15,2,3,3,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5,2251.666667,0.25,0.5,3.75,0,1.6875,0,0
40,1171,10,4,4,0,46,4,1,3,2213,22495,3,1,13,3,3,1,10,3,3,7,7,1,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.875,1106.5,0.125,0.875,1.25,2,5.727273,10,0
21,895,9,2,1,1,39,3,1,4,2610,2851,1,0,24,4,3,0,3,3,2,3,2,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,1305.0,0.5,0.5,0.75,0,6.0,0,0
33,350,5,3,4,0,34,3,1,3,2851,9150,1,1,13,3,2,0,1,2,3,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1425.5,0.0,0.0,0.5,2,4.5,5,1
37,921,10,3,3,0,98,3,1,1,3452,17663,6,0,20,4,2,1,17,3,3,5,4,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.666667,1726.0,0.0,0.5,2.833333,0,0.833333,0,0
46,1144,7,4,3,0,30,3,2,3,5258,16044,2,0,14,3,3,0,7,2,4,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,1752.666667,0.0,0.0,3.5,0,1.5,0,0
41,143,4,3,1,1,56,3,2,2,9355,9558,1,0,18,3,3,0,8,5,3,8,7,7,7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.777778,3118.333333,0.777778,0.777778,0.888889,0,5.333333,0,1
50,1046,10,3,4,1,100,2,3,4,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.6,2624.0,0.2,0.6,4.0,0,2.285714,0,0
40,575,22,2,3,1,68,2,2,3,6380,6110,2,1,12,3,1,2,8,6,3,6,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.571429,2126.666667,0.142857,0.0,1.142857,2,6.0,22,1
31,408,9,4,3,1,42,2,1,2,2657,7551,0,1,16,3,4,0,3,5,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.666667,1328.5,0.666667,0.666667,1.0,3,3.0,9,0
21,156,12,3,3,0,90,4,1,2,2716,25422,1,0,15,3,4,0,1,0,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,1358.0,0.0,0.0,0.5,0,3.0,0,1
29,1283,23,3,4,1,54,3,1,4,2201,18168,9,0,16,3,4,0,6,4,3,3,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,1100.5,0.25,0.5,1.5,0,5.142857,0,0
35,755,9,4,3,1,97,2,2,2,6540,19394,9,0,19,3,3,0,10,5,3,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,2180.0,0.0,0.0,5.0,0,0.545455,0,0
27,1469,1,2,4,1,82,3,1,2,3816,17881,1,0,11,3,2,1,5,2,3,5,2,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.333333,1908.0,0.0,0.666667,0.833333,0,5.0,0,0
28,304,9,4,2,1,92,3,2,4,5253,20750,1,0,16,3,4,0,7,1,3,7,5,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.625,1751.0,0.0,0.875,0.875,0,10.5,0,0
49,1261,7,3,2,1,31,2,3,3,10965,12066,8,0,24,4,3,0,26,2,3,5,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.333333,2741.25,0.0,0.0,4.333333,0,1.666667,0,0
51,1178,14,2,3,0,87,3,2,4,4936,14862,4,0,11,3,3,1,18,2,2,7,7,0,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.875,1645.333333,0.0,0.875,2.25,0,2.947368,0,0
36,329,2,3,4,0,96,3,1,3,2543,11868,4,0,13,3,2,1,6,3,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.666667,1271.5,0.666667,0.666667,2.0,0,2.571429,0,0
34,1362,19,3,1,1,67,4,2,4,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.333333,1768.0,0.0,0.666667,1.5,1,4.0,19,1
55,1311,2,3,3,0,97,3,4,4,16659,23258,2,1,13,3,3,0,30,2,3,5,4,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.666667,3331.8,0.166667,0.333333,5.0,1,1.935484,2,0
24,1371,10,4,4,0,77,3,2,3,4260,5915,1,1,12,3,4,1,5,2,4,5,2,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.333333,1420.0,0.0,0.5,0.833333,2,10.0,10,0
30,202,2,1,3,1,72,3,1,2,2476,17434,1,0,18,3,1,1,1,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.0,1238.0,0.0,0.0,0.5,0,3.0,0,0
26,575,3,1,3,1,73,3,1,1,3102,6582,0,0,22,4,3,0,7,2,3,6,4,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.571429,1551.0,0.0,0.571429,1.0,0,2.25,0,1
22,253,11,3,1,0,43,3,1,2,2244,24440,1,0,13,3,4,1,2,1,3,2,1,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.333333,1122.0,0.333333,0.666667,0.666667,0,4.0,0,0
36,164,2,2,2,1,61,2,3,3,7596,3809,1,0,13,3,2,2,10,2,3,10,9,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.818182,1899.0,0.818182,0.0,0.909091,0,8.181818,0,0
30,464,4,3,3,1,40,3,1,4,2285,3427,9,1,23,4,3,0,3,4,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.0,1142.5,0.0,0.0,1.5,1,3.0,4,1
37,1107,14,3,4,0,95,3,1,1,3034,26914,1,0,12,3,3,1,18,2,2,18,7,12,17,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.368421,1517.0,0.631579,0.894737,0.947368,0,1.894737,0,0
40,759,2,2,4,0,46,3,2,2,5715,22553,7,0,12,3,3,2,8,5,3,5,4,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.666667,1905.0,0.166667,0.5,1.333333,0,3.333333,0,0
42,201,1,4,2,0,95,3,1,1,2576,20490,3,0,16,3,2,1,8,5,3,5,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.333333,1288.0,0.166667,0.333333,1.333333,0,1.666667,0,0
37,1305,10,4,3,1,49,3,2,2,4197,21123,2,1,12,3,4,0,18,2,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1399.0,0.0,0.5,9.0,3,0.210526,10,0
43,982,12,3,1,1,59,2,4,2,14336,4345,1,0,11,3,3,1,25,3,3,25,10,3,9,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.384615,2867.2,0.115385,0.346154,0.961538,0,5.769231,0,0
40,555,2,3,2,0,78,2,2,3,3448,13436,6,0,22,4,2,1,20,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,1149.333333,0.0,0.0,10.0,0,0.428571,0,0
54,821,5,2,1,1,86,3,5,1,19406,8509,4,0,11,3,3,1,24,4,2,4,2,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.4,3234.333333,0.2,0.4,4.8,0,0.32,0,0
34,1381,4,4,3,0,72,3,2,3,6538,12740,9,0,15,3,1,1,6,3,3,3,2,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5,2179.333333,0.25,0.5,1.5,0,3.857143,0,0
31,480,7,2,2,0,31,3,2,1,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.714286,1435.333333,0.214286,0.857143,0.928571,0,0.928571,0,0
43,313,21,3,4,1,61,3,1,4,2258,15238,7,0,20,4,1,1,8,1,3,3,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,1129.0,0.25,0.5,2.0,0,4.0,0,0
43,1473,8,4,3,0,74,3,2,3,4522,2227,4,1,14,3,4,0,8,3,3,5,2,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.333333,1507.333333,0.0,0.333333,1.333333,2,5.0,8,0
25,891,4,2,2,0,99,2,2,4,4487,12090,1,1,11,3,2,0,5,3,3,5,4,1,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.666667,1495.666667,0.166667,0.5,0.833333,1,10.0,4,0
37,1063,25,5,2,0,72,3,2,3,4449,23866,3,1,15,3,1,2,15,2,3,13,11,10,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.785714,1483.0,0.714286,0.5,1.071429,2,7.3125,25,0
31,329,1,2,4,1,98,2,1,1,2218,16193,1,0,12,3,3,1,4,3,3,4,2,3,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4,1109.0,0.6,0.4,0.8,0,2.4,0,0
39,1218,1,1,2,1,52,3,5,3,19197,8213,1,1,14,3,3,1,21,3,3,21,8,1,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.363636,3199.5,0.045455,0.272727,0.954545,2,8.590909,1,0
56,906,6,3,3,0,86,4,4,1,13212,18256,9,0,11,3,4,3,36,0,2,7,7,7,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.875,2642.4,0.875,0.875,4.5,0,0.378378,0,0
30,1082,12,3,2,0,83,3,2,3,6577,19558,0,0,11,3,2,0,6,6,3,5,4,4,4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.666667,2192.333333,0.666667,0.666667,1.0,0,6.428571,0,0
41,645,1,3,2,1,49,4,3,1,8392,19566,1,0,16,3,3,1,10,2,3,10,7,0,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.636364,2098.0,0.0,0.636364,0.909091,0,2.727273,0,0
28,1300,17,2,3,1,79,3,2,1,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,1519.333333,0.090909,0.727273,0.909091,0,2.727273,0,0
25,688,3,3,1,1,91,3,1,1,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.666667,2015.5,0.0,0.666667,2.0,0,0.857143,0,1
52,319,3,3,4,1,39,2,3,3,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.666667,1992.25,0.0,0.666667,4.666667,2,1.551724,3,0
45,192,10,2,1,1,69,3,1,4,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.666667,1327.0,0.0,0.666667,2.666667,0,1.777778,0,0
52,1490,4,2,4,0,30,3,4,4,16555,10310,2,0,13,3,4,0,31,2,1,5,2,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.333333,3311.0,0.166667,0.666667,5.166667,0,0.625,0,0
42,532,29,2,1,0,92,3,2,3,4556,12932,2,0,11,3,2,1,19,3,3,5,4,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.666667,1518.666667,0.0,0.333333,3.166667,0,2.25,0,0
